Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
5911;c8d9134202;16/03/2026 12:48:42;Archivada;Recibido;Entregado;ARS;60000;12000.00;9153.6;57153.6;Entre Ríos;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;16/03/2026;21/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;Móvil;1917663954;Sí;;;;No;;;701.61;;;;;56451.99;Transferencia o depósito;16/03/2026 12:49:50;;;19/03/2026 23:59:59;
5911;c8d9134202;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5909;fa7e6746ab;15/03/2026 18:34:35;Archivada;Recibido;Enviado;ARS;126000;0.00;10000;136000;Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;15/03/2026;19/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;Web;1922108236;Sí;;;;No;;;9932.89;3;13457.47;;;112609.64;Tarjeta de crédito;15/03/2026 18:34:36;;;;
5909;fa7e6746ab;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5909;fa7e6746ab;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (1 PAIR);12000;1;850056827140;;;Sí;;;;;;;;;;;;;;;;;;
5909;fa7e6746ab;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (1 PAIR);12000;1;850056827133;;;Sí;;;;;;;;;;;;;;;;;;
5909;fa7e6746ab;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5909;fa7e6746ab;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFTLY BEAUTIFUL (1 PAIR);12000;1;850056827188;;;Sí;;;;;;;;;;;;;;;;;;
5908;9c80fe298a;15/03/2026 07:43:37;Archivada;Recibido;Entregado;ARS;36000;7200.00;8516.32;37316.32;Buenos Aires;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;15/03/2026;20/03/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Móvil;1921684738;Sí;;;;No;;;458.09;;;;;36858.23;Transferencia o depósito;15/03/2026 07:45:05;;;18/03/2026 23:59:59;
5907;b124e138b2;14/03/2026 06:42:57;Archivada;Recibido;Entregado;ARS;30000;7500.00;0;22500;Capital Federal;Argentina;Beauty House;Efectivo (Billete);;16/03/2026;16/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1920978957;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5906;b71d7876a1;13/03/2026 13:02:48;Archivada;Recibido;Enviado;ARS;36000;0.00;4500;40500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;13/03/2026;13/03/2026;SHOOW TOOLS - KIT DE RETOQUE;18000;2;850056827249;Móvil;1916290240;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5905;2b5c34c534;13/03/2026 12:06:54;Archivada;Recibido;Entregado;ARS;129000.04;0.00;0;129000.04;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Pago Nube;;13/03/2026;13/03/2026;SHOOW TOOLS - MINI LIP CONTAINER (5 unid);18000.08;1;;Móvil;1920426357;Sí;;;;No;;;9421.64;3;12764.81;;;106813.59;Tarjeta de crédito;13/03/2026 12:06:58;;;;
5905;2b5c34c534;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI POWDER CONTAINER (5 PZ);18000.08;1;;;;Sí;;;;;;;;;;;;;;;;;;
5905;2b5c34c534;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (rich red);10000;2;082353010530;;;Sí;;;;;;;;;;;;;;;;;;
5905;2b5c34c534;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;2;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
5905;2b5c34c534;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (black);7999.88;1;082353010011;;;Sí;;;;;;;;;;;;;;;;;;
5905;2b5c34c534;;;;;;;;;;;;;;;;;SHOOW TOOLS - The triangle powder puff duo;15000;3;;;;Sí;;;;;;;;;;;;;;;;;;
5904;d847993cc9;13/03/2026 08:06:03;Archivada;Recibido;Entregado;ARS;30000;0.00;8731;38731;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;13/03/2026;19/03/2026;SHOOW TOOLS - TWIGGY (BLACK) (8mm/10mm);30000;1;;Móvil;1919508747;Sí;;;;No;;;2828.75;1;;;;35902.25;Tarjeta de crédito;13/03/2026 08:06:04;;;;
5903;1dcedbeb62;12/03/2026 17:16:53;Archivada;Recibido;Enviado;ARS;30000;6000.00;4500;28500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;12/03/2026;13/03/2026;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1919921661;Sí;;;;No;;;349.86;;;712.50;;27437.64;Transferencia o depósito;12/03/2026 17:18:18;;;15/03/2026 23:59:59;
5902;41c2c4d761;11/03/2026 21:24:59;Archivada;Recibido;Entregado;ARS;30000;6000.00;4897;28897;Capital Federal;Argentina;Punto de retiro;Pago Nube;;11/03/2026;26/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;Móvil;1919333229;Sí;;;;No;;;354.73;;;722.42;;27819.85;Transferencia o depósito;11/03/2026 21:27:18;;;14/03/2026 23:59:59;
5901;ed988ccf8e;11/03/2026 07:31:32;Archivada;Recibido;Entregado;ARS;120000;30000.00;0;90000;Capital Federal;Argentina;Beauty House;Efectivo (Billete);;11/03/2026;11/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;2;;Web;1900614256;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5901;ed988ccf8e;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));30000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5899;e680610a8c;09/03/2026 20:58:52;Archivada;Recibido;Entregado;ARS;90000;27000.00;8741.44;71741.44;Santa Fe;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;09/03/2026;27/03/2026;SHOOW TOOLS - SOFT & SHORT (1 PAIR);12000;1;850056827133;Móvil;1917732885;Sí;;;;No;;;880.69;;;;;70860.75;Transferencia o depósito;09/03/2026 20:59:42;;;12/03/2026 23:59:59;
5899;e680610a8c;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (1 PAIR);12000;1;850056827126;;;Sí;;;;;;;;;;;;;;;;;;
5899;e680610a8c;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
5899;e680610a8c;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5896;7a09dc4599;09/03/2026 13:31:23;Archivada;Recibido;Entregado;ARS;150000;45000.00;0;105000;Capital Federal;Argentina;Beauty House;Pago Nube;;09/03/2026;25/03/2026;pre venta Sephora favorites - Perfect Pout Makeup Lip Value Set;130000;1;;Web;1917400092;Sí;;;;No;;;;;;;;;Transferencia o depósito;09/03/2026 13:53:32;;;12/03/2026 23:59:59;
5896;7a09dc4599;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
5896;7a09dc4599;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
5895;522a435fcd;09/03/2026 12:51:53;Archivada;Recibido;Entregado;ARS;30000;10500.00;0;19500;Capital Federal;Argentina;MANDO A RETIRAR ;Efectivo (Billete);;10/03/2026;10/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1917370793;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5894;0a3292914d;09/03/2026 06:12:17;Archivada;Recibido;Entregado;ARS;88000;0.00;7557;95557;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;09/03/2026;18/03/2026;"BH - PESTAÑAS ""MASTER MIX"" (20 PARES)";60000;1;2509876543210;Móvil;1917159018;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5894;0a3292914d;;;;;;;;;;;;;;;;;(PRE VENTA ) - AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
5894;0a3292914d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
5893;96c790eba6;08/03/2026 23:54:52;Archivada;Recibido;Entregado;ARS;27000;8100.00;9016.95;27916.95;Tierra del Fuego;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;08/03/2026;26/03/2026;(PRE VENTA) Schwarzkopf - GOT2B gel;27000;1;052336341456;Móvil;1917079766;Sí;;;;No;;;342.70;;;;;27574.25;Transferencia o depósito;08/03/2026 23:56:12;;;11/03/2026 23:59:59;
5892;de2f2cc779;08/03/2026 13:37:58;Archivada;Recibido;Entregado;ARS;38000;11400.00;8314.99;34914.99;Córdoba;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;08/03/2026;18/03/2026;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);38000;1;888877776666;Móvil;1915864313;Sí;;;;No;;;428.61;;;;;34486.38;Transferencia o depósito;08/03/2026 13:59:00;;;11/03/2026 23:59:59;
5891;a0c03db092;08/03/2026 07:15:02;Archivada;Recibido;Enviado;ARS;90000;27000.00;4500;67500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;08/03/2026;11/03/2026;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;1915208795;Sí;;;;No;;;828.63;;;1687.50;;64983.87;Transferencia o depósito;08/03/2026 07:17:38;;;11/03/2026 23:59:59;
5891;a0c03db092;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5891;a0c03db092;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5889;1a9657d461;06/03/2026 18:02:38;Archivada;Recibido;Entregado;ARS;132000;19800.00;7286.59;119486.59;Chaco;Argentina;Punto de retiro;Pago Nube;AN15;06/03/2026;06/04/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Web;1915331465;Sí;;;;No;;;8726.82;3;11823.43;;;98936.34;Tarjeta de crédito;06/03/2026 18:02:40;;;;
5889;1a9657d461;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (CHOCOLATE) (8/8/10/12 mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5889;1a9657d461;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5889;1a9657d461;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (10PAIRS);36000;1;850056827089;;;Sí;;;;;;;;;;;;;;;;;;
5888;21c0a0acbe;06/03/2026 10:39:22;Archivada;Recibido;Entregado;ARS;76000;26600.00;0;49400;Capital Federal;Argentina;MANDO A RETIRAR ;Efectivo (Billete);;12/03/2026;12/03/2026;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;Móvil;1915021392;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5888;21c0a0acbe;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5888;21c0a0acbe;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5887;010e4afc4d;05/03/2026 17:08:47;Archivada;Recibido;Entregado;ARS;60000;12000.00;0;48000;Capital Federal;Argentina;MANDO A RETIRAR ;Transferencia;;05/03/2026;06/03/2026;SHOOW TOOLS - Elizabeth Taylor (BLACK);24000;1;;Web;1914577476;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5887;010e4afc4d;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5886;325119bd92;04/03/2026 20:54:35;Archivada;Recibido;Entregado;ARS;96000;0.00;0;96000;Capital Federal;Argentina;Beauty House;Mercado Pago;;04/03/2026;05/03/2026;SHOOW TOOLS - CLARA BOW (BLACK);24000;2;;Móvil;1913930896;Sí;;;;No;;;;2;;;;;Tarjeta de crédito;;;;;
5886;325119bd92;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5885;08bd7f8dc8;04/03/2026 18:28:12;Archivada;Recibido;Entregado;ARS;28800;0.00;0;28800;Buenos Aires;Argentina;MANDO A RETIRAR ;Mercado Pago;;04/03/2026;16/03/2026;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);28800;1;850056827003;Móvil;1913846985;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5884;8d3c94f66c;04/03/2026 10:43:36;Archivada;Recibido;Entregado;ARS;142800.02;28560.00;5638.51;119878.53;Neuquén;Argentina;Punto de retiro;Transferencia;;04/03/2026;12/03/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;2;850056827119;Web;1911249730;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5884;8d3c94f66c;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5884;8d3c94f66c;;;;;;;;;;;;;;;;;Cepillo para peinado - PULIR (NEGRO);15000.02;1;53131600;;;Sí;;;;;;;;;;;;;;;;;;
5884;8d3c94f66c;;;;;;;;;;;;;;;;;Schwarzkopf - GOT2B gel;27000;1;052336341456;;;Sí;;;;;;;;;;;;;;;;;;
5882;4deb896066;03/03/2026 19:23:18;Archivada;Recibido;Entregado;ARS;96000;19200.00;9576;86376;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Transferencia;;04/03/2026;10/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);24000;4;;Móvil;1912796182;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5881;9658c21781;03/03/2026 14:34:36;Archivada;Recibido;No está empaquetado;ARS;15000;3000.00;0;12000;Capital Federal;Argentina;Beauty House;Transferencia;;03/03/2026;;MOONSHINE POMPÓN - ILUMINADOR CORPORAL;15000;1;;Móvil;1912875429;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5880;cde6bde978;02/03/2026 17:52:32;Archivada;Recibido;No está empaquetado;ARS;114000;22800.00;7500;98700;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Efectivo (Billete);;03/03/2026;;RARE BEAUTY - SOFT PINCH LIQUID CONTOUR;90000;1;;Móvil;1900048311;Sí;;;;No;;;;;;;;;Efectivo;;;;;
5880;cde6bde978;;;;;;;;;;;;;;;;;SHOOW TOOLS - CLARA BOW (BLACK);24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;02/03/2026 17:23:09;Archivada;Recibido;Entregado;ARS;393999.91;103279.98;7525;298244.93;La Pampa;Argentina;Punto de retiro;Transferencia;AN15;02/03/2026;12/03/2026;NYX - LIFT & SNATCH! BROW TINT PEN (Soft brown);51999.91;1;800897004514;Móvil;1898857374;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;Patrick ta - Major Glow Crème & Powder Light Reflecting Translucent Highlighter Duo (My Love );120000;1;843628140464;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);28800;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));24000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (1 PAIR);9600;1;850056827133;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (1 PAIR);9600;1;850056827140;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY #1 (1 PAIR);12000;4;850056827201;;;Sí;;;;;;;;;;;;;;;;;;
5879;4201079cdb;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS LASH GLUE;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
5878;384ee8b131;01/03/2026 11:40:24;Archivada;Recibido;Entregado;ARS;106399.88;0.00;6518.14;112918.02;Capital Federal;Argentina;Punto de retiro;Mercado Pago;;01/03/2026;16/03/2026;Italia deluxe - Delineadores de labios (Natural);10000;1;082353010332;Móvil;1911192107;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5878;384ee8b131;;;;;;;;;;;;;;;;;SHOOW TOOLS - VOLUMINOSAS (10PAIRS);28800;1;850056827058;;;Sí;;;;;;;;;;;;;;;;;;
5878;384ee8b131;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5878;384ee8b131;;;;;;;;;;;;;;;;;SHOOW TOOLS - MANIQUI DE SILICONA PARA MAQUILLAJES (Grises);26000;1;888877776666;;;Sí;;;;;;;;;;;;;;;;;;
5878;384ee8b131;;;;;;;;;;;;;;;;;ITALIA DELUXE - LAPIZ DELINEADOR DE OJOS (White);7999.88;1;082353010042;;;Sí;;;;;;;;;;;;;;;;;;
5878;384ee8b131;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (1 PAIR);9600;1;850056827140;;;Sí;;;;;;;;;;;;;;;;;;
5877;0312c9427f;27/02/2026 23:38:37;Archivada;Recibido;Entregado;ARS;93600;18720.00;8314.99;83194.99;Buenos Aires;Argentina;Envío Nube - Andreani a domicilio;Transferencia;;01/03/2026;09/03/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Móvil;1910367648;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5877;0312c9427f;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5877;0312c9427f;;;;;;;;;;;;;;;;;SHOOW TOOLS - SHOOW YOU (10PAIRS);28800;1;850056827034;;;Sí;;;;;;;;;;;;;;;;;;
5875;e7c0bd6431;26/02/2026 15:02:42;Archivada;Recibido;Entregado;ARS;28800;5760.00;5087;28127;Capital Federal;Argentina;Punto de retiro;Transferencia;;26/02/2026;09/03/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;Móvil;1909361857;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5874;4a7f41f360;26/02/2026 12:08:44;Archivada;Recibido;Entregado;ARS;28800;5760.00;4897;27937;Gran Buenos Aires;Argentina;Punto de retiro;Transferencia;;26/02/2026;04/03/2026;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);28800;1;850056827003;Móvil;1905925998;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5873;791bcbecf1;25/02/2026 07:33:55;Archivada;Recibido;Entregado;ARS;168000;25200.00;10055;152855;Córdoba;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;AN15;25/02/2026;03/03/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;2;850056827119;Móvil;1908377776;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5873;791bcbecf1;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (MIXED (8/10/12/14mm));24000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5873;791bcbecf1;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;2;;;;Sí;;;;;;;;;;;;;;;;;;
5872;c597d5e9c9;24/02/2026 16:02:00;Archivada;Recibido;Entregado;ARS;48000;9600.00;8935.2;47335.2;Córdoba;Argentina;Envío Nube - Andreani a domicilio;Transferencia;;25/02/2026;04/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;Web;1907987903;Sí;;;El cliente cambió de idea;No;;;;;;;;;Transferencia o depósito;;;;;
5872;c597d5e9c9;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5871;cde6bde978;24/02/2026 15:57:06;Archivada;Recibido;Enviado;ARS;156000;31200.00;0;124800;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;24/02/2026;26/02/2026;SHOOW TOOLS - KIT DE RETOQUE;18000;2;850056827249;Web;1903884372;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
5871;cde6bde978;;;;;;;;;;;;;;;;;Patrick ta - Major Glow Crème & Powder Light Reflecting Translucent Highlighter Duo (My Love );120000;1;843628140464;;;Sí;;;;;;;;;;;;;;;;;;
5869;96f0ee7a9d;24/02/2026 12:13:54;Archivada;Recibido;Enviado;ARS;48000;0.00;4500;52500;Capital Federal;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;24/02/2026;25/02/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;Móvil;1907831257;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
5869;96f0ee7a9d;;;;;;;;;;;;;;;;;SHOOW TOOLS - TWIGGY (BLACK) (MIXED (8/10/12/14mm));24000;1;;;;Sí;;;;;;;;;;;;;;;;;;
5868;dd6c5c548e;23/02/2026 21:30:51;Archivada;Recibido;Entregado;ARS;86400;0.00;8314.99;94714.99;Entre Ríos;Argentina;Envío Nube - Andreani a domicilio;Pago Nube;;23/02/2026;04/03/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;Móvil;1904515868;Sí;;;;No;;;6917.60;1;;;;87797.39;Tarjeta de crédito;23/02/2026 21:30:55;;;;
5868;dd6c5c548e;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (10PAIRS);28800;1;850056827010;;;Sí;;;;;;;;;;;;;;;;;;
5868;dd6c5c548e;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFTLY BEAUTIFUL (10PAIRS);28800;1;850056827065;;;Sí;;;;;;;;;;;;;;;;;;
5867;cad1f77f7a;23/02/2026 13:57:37;Archivada;Recibido;Enviado;ARS;33600;0.00;7500;41100;Gran Buenos Aires;Argentina;Siempre EXPRESS Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;23/02/2026;26/02/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;Web;1907165075;Sí;;;;No;;;3001.77;1;;;;38098.23;Tarjeta de crédito;23/02/2026 13:57:41;;;;
5867;cad1f77f7a;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFTLY BEAUTIFUL (1 PAIR);9600;1;850056827188;;;Sí;;;;;;;;;;;;;;;;;;
5866;d4f06ffbc1;23/02/2026 13:50:15;Archivada;Recibido;Entregado;ARS;81600;0.00;9230.59;90830.59;Corrientes;Argentina;Envío Nube - Andreani a domicilio;Mercado Pago;;23/02/2026;02/03/2026;SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));24000;1;;Móvil;1907160969;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
5866;d4f06ffbc1;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);28800;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
5866;d4f06ffbc1;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);28800;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
5865;a6f942b945;22/02/2026 17:33:26;Archivada;Recibido;Entregado;ARS;54000;8100.00;8314.99;54214.99;Santa Fe;Argentina;Envío Nube - Andreani a domicilio;Mercado Pago;AN15;22/02/2026;03/03/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Móvil;1906603563;Sí;;;;No;;;;3;;;;;Tarjeta de crédito;;;;;
5865;a6f942b945;;;;;;;;;;;;;;;;;SHOOW TOOLS - The clippers quartette (hebillas) Hair clips;18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
